,param_config,rmse_dict,r_2_dict,stratification_dict,average_r_2,average_rmse
37,"('rbf', 1.5, 0.15)","{'fold_0': 0.506383435819418, 'fold_1': 0.2998678209262464, 'fold_2': 0.23269868020278361, 'fold_3': 0.18729354006132065, 'fold_4': 0.19294619589711365, 'fold_5': 0.29583988974164527, 'fold_6': 0.22367187252614693, 'fold_7': 0.2663165735603422, 'fold_8': 0.2241931231360052, 'fold_9': 0.29988921203563074}","{'fold_0': 0.7464262350678539, 'fold_1': 0.9124645362044875, 'fold_2': 0.9105723391774251, 'fold_3': 0.961467544111242, 'fold_4': 0.9565086988908897, 'fold_5': 0.8454808469847855, 'fold_6': 0.9430291173137239, 'fold_7': 0.9122426672572405, 'fold_8': 0.9258968045625655, 'fold_9': 0.8704367279334799}",{},0.8985,0.273
38,"('rbf', 1.5, 0.2)","{'fold_0': 0.5218819586673131, 'fold_1': 0.29874737553267244, 'fold_2': 0.2298777283513465, 'fold_3': 0.18920030730395773, 'fold_4': 0.20709291251847042, 'fold_5': 0.30457556347983455, 'fold_6': 0.2295885842386204, 'fold_7': 0.28410352036270553, 'fold_8': 0.23558864103998786, 'fold_9': 0.3006646183223425}","{'fold_0': 0.7306667920361, 'fold_1': 0.9131174603701413, 'fold_2': 0.9127274181243962, 'fold_3': 0.9606789806335448, 'fold_4': 0.9498973806278896, 'fold_5': 0.8362207161681079, 'fold_6': 0.9399751917851168, 'fold_7': 0.9001288027385249, 'fold_8': 0.9181721659269866, 'fold_9': 0.86976585313125}",{},0.8931,0.28
39,"('rbf', 1.5, 0.25)","{'fold_0': 0.5365101748965838, 'fold_1': 0.2956295831327533, 'fold_2': 0.2154662108660343, 'fold_3': 0.19196489011687193, 'fold_4': 0.2163135676369565, 'fold_5': 0.2999007630470859, 'fold_6': 0.22462311007121524, 'fold_7': 0.30134409735391543, 'fold_8': 0.2483295097364446, 'fold_9': 0.31746296666532703}","{'fold_0': 0.7153565057645163, 'fold_1': 0.9149214476424398, 'fold_2': 0.9233270135740622, 'fold_3': 0.959521472804732, 'fold_4': 0.9453364944052062, 'fold_5': 0.8412096900182747, 'fold_6': 0.9425435124109947, 'fold_7': 0.8876398257512981, 'fold_8': 0.9090821778461274, 'fold_9': 0.8548067715992382}",{},0.8894,0.285
40,"('rbf', 1.5, 0.5)","{'fold_0': 0.62935947986562, 'fold_1': 0.32967191767085136, 'fold_2': 0.2392290462580814, 'fold_3': 0.21848586002800097, 'fold_4': 0.21860663809691583, 'fold_5': 0.32220585608345925, 'fold_6': 0.2764504813301498, 'fold_7': 0.3536201199548841, 'fold_8': 0.25841212368071814, 'fold_9': 0.3358965712507762}","{'fold_0': 0.6083096310547056, 'fold_1': 0.8941993786195128, 'fold_2': 0.9054825821538008, 'fold_3': 0.9475642161918948, 'fold_4': 0.9441714111946429, 'fold_5': 0.8167112903043476, 'fold_6': 0.91297081790306, 'fold_7': 0.845274832963554, 'fold_8': 0.9015494532843561, 'fold_9': 0.8374558429467838}",{},0.8614,0.318
41,"('rbf', 1.5, 1.0)","{'fold_0': 0.8399821466448735, 'fold_1': 0.5419542468190427, 'fold_2': 0.32730644540162, 'fold_3': 0.4668357949610344, 'fold_4': 0.45082409343466706, 'fold_5': 0.4073893712229895, 'fold_6': 0.49962058304566614, 'fold_7': 0.50497143507453, 'fold_8': 0.405016402760458, 'fold_9': 0.5437597226350223}","{'fold_0': 0.302273131277055, 'fold_1': 0.71407669363554, 'fold_2': 0.8230733941863725, 'fold_3': 0.7606081339275619, 'fold_4': 0.7625652966613715, 'fold_5': 0.7069860863269875, 'fold_6': 0.7157432116587328, 'fold_7': 0.6844845359540443, 'fold_8': 0.758154736649332, 'fold_9': 0.5740346313841016}",{},0.6802,0.499
42,"('rbf', 2.0, 0.05)","{'fold_0': 0.502762832132641, 'fold_1': 0.2922094961549609, 'fold_2': 0.25024028829150774, 'fold_3': 0.18422825274797694, 'fold_4': 0.19574469782179382, 'fold_5': 0.2928863711118946, 'fold_6': 0.21706922055684907, 'fold_7': 0.24853042674851644, 'fold_8': 0.2233037919397169, 'fold_9': 0.27068465679151876}","{'fold_0': 0.7500393389163416, 'fold_1': 0.9168785787279996, 'fold_2': 0.8965814381366612, 'fold_3': 0.9627184843847139, 'fold_4': 0.9552379494261326, 'fold_5': 0.8485507310747851, 'fold_6': 0.9463429620114121, 'fold_7': 0.9235731153477993, 'fold_8': 0.926483544884094, 'fold_9': 0.8944428879105392}",{},0.9021,0.268
43,"('rbf', 2.0, 0.1)","{'fold_0': 0.49280762398697886, 'fold_1': 0.2954585181277349, 'fold_2': 0.23461195470461513, 'fold_3': 0.1831641755069184, 'fold_4': 0.1922317295888385, 'fold_5': 0.2887981549682863, 'fold_6': 0.21799147062618526, 'fold_7': 0.26050275549860324, 'fold_8': 0.22796447467433975, 'fold_9': 0.28274999747894575}","{'fold_0': 0.7598402778138065, 'fold_1': 0.9150198799578556, 'fold_2': 0.9090957251861682, 'fold_3': 0.9631479065416868, 'fold_4': 0.9568301930618097, 'fold_5': 0.8527491929585795, 'fold_6': 0.9458860540313859, 'fold_7': 0.9160324137841855, 'fold_8': 0.9233827238814549, 'fold_9': 0.8848230853066186}",{},0.9027,0.268
44,"('rbf', 2.0, 0.15)","{'fold_0': 0.5020288789777714, 'fold_1': 0.29460998899680885, 'fold_2': 0.2289152251903891, 'fold_3': 0.18429857008305628, 'fold_4': 0.18900237195338465, 'fold_5': 0.2967588435999281, 'fold_6': 0.22372263469811202, 'fold_7': 0.2574067359984515, 'fold_8': 0.23184934951673497, 'fold_9': 0.3028541857245473}","{'fold_0': 0.7507686112229137, 'fold_1': 0.9155072889112585, 'fold_2': 0.9134567126176275, 'fold_3': 0.9626900192922152, 'fold_4': 0.958268454526704, 'fold_5': 0.8445194045657254, 'fold_6': 0.9430032553769856, 'fold_7': 0.918016427104315, 'fold_8': 0.9207491141532179, 'fold_9': 0.8678621056309554}",{},0.8995,0.271
45,"('rbf', 2.0, 0.2)","{'fold_0': 0.5131819880674016, 'fold_1': 0.2838947474077043, 'fold_2': 0.2236847141513382, 'fold_3': 0.19270215206359284, 'fold_4': 0.2027808545257539, 'fold_5': 0.3045494542155626, 'fold_6': 0.22605465291602955, 'fold_7': 0.2728102935893782, 'fold_8': 0.24188724273567708, 'fold_9': 0.30393070003202566}","{'fold_0': 0.7395717177959731, 'fold_1': 0.9215416764223777, 'fold_2': 0.9173664055138326, 'fold_3': 0.9592099514019168, 'fold_4': 0.9519621173205635, 'fold_5': 0.8362487944109687, 'fold_6': 0.9418088282420305, 'fold_7': 0.9079108356913332, 'fold_8': 0.9137382449485251, 'fold_9': 0.8669210511175741}",{},0.8956,0.277
46,"('rbf', 2.0, 0.25)","{'fold_0': 0.5344252097323288, 'fold_1': 0.28400097794435536, 'fold_2': 0.21174965569642568, 'fold_3': 0.18813685308450645, 'fold_4': 0.21126659973789236, 'fold_5': 0.30531118362462517, 'fold_6': 0.22205619488959988, 'fold_7': 0.2908542962937948, 'fold_8': 0.25152589231834316, 'fold_9': 0.3157773352484963}","{'fold_0': 0.717564548160982, 'fold_1': 0.9214829488180878, 'fold_2': 0.9259492508607854, 'fold_3': 0.9611197683351181, 'fold_4': 0.9478575246436168, 'fold_5': 0.835428631394216, 'fold_6': 0.943849194815069, 'fold_7': 0.8953261995826158, 'fold_8': 0.9067266105982045, 'fold_9': 0.8563445416044346}",{},0.8912,0.282
47,"('rbf', 2.0, 0.5)","{'fold_0': 0.6324416146245929, 'fold_1': 0.3305706266897079, 'fold_2': 0.23928681986838235, 'fold_3': 0.21396727049032463, 'fold_4': 0.21291408227607445, 'fold_5': 0.3221136167418651, 'fold_6': 0.27693910617900247, 'fold_7': 0.35480303611478853, 'fold_8': 0.26075962535070846, 'fold_9': 0.33280240254190935}","{'fold_0': 0.6044638207423256, 'fold_1': 0.8936217523774415, 'fold_2': 0.9054369248900417, 'fold_3': 0.9497106773345254, 'fold_4': 0.9470411271445087, 'fold_5': 0.8168162170748849, 'fold_6': 0.9126628987287402, 'fold_7': 0.8442379404492923, 'fold_8': 0.8997526136284549, 'fold_9': 0.8404366568812036}",{},0.8614,0.318
48,"('rbf', 2.0, 1.0)","{'fold_0': 0.8399821466448735, 'fold_1': 0.5419542468190427, 'fold_2': 0.32730644540162, 'fold_3': 0.4668357949610344, 'fold_4': 0.45082409343466706, 'fold_5': 0.4073893712229895, 'fold_6': 0.49962058304566614, 'fold_7': 0.50497143507453, 'fold_8': 0.405016402760458, 'fold_9': 0.5437597226350223}","{'fold_0': 0.302273131277055, 'fold_1': 0.71407669363554, 'fold_2': 0.8230733941863725, 'fold_3': 0.7606081339275619, 'fold_4': 0.7625652966613715, 'fold_5': 0.7069860863269875, 'fold_6': 0.7157432116587328, 'fold_7': 0.6844845359540443, 'fold_8': 0.758154736649332, 'fold_9': 0.5740346313841016}",{},0.6802,0.499
49,"('rbf', 2.5, 0.05)","{'fold_0': 0.5071535113193021, 'fold_1': 0.29564843975020005, 'fold_2': 0.24858282485695335, 'fold_3': 0.1836954624614439, 'fold_4': 0.19266617259851798, 'fold_5': 0.2917312053113937, 'fold_6': 0.21703275191305774, 'fold_7': 0.2458958219718378, 'fold_8': 0.22330170110742745, 'fold_9': 0.27069423945240423}","{'fold_0': 0.7456544111583915, 'fold_1': 0.914910593891862, 'fold_2': 0.8979468842179427, 'fold_3': 0.9629338097405592, 'fold_4': 0.95663484535509, 'fold_5': 0.8497430297078311, 'fold_6': 0.9463609897633389, 'fold_7': 0.9251848888806837, 'fold_8': 0.9264849215723914, 'fold_9': 0.8944354140039953}",{},0.902,0.268
50,"('rbf', 2.5, 0.1)","{'fold_0': 0.4898236110684813, 'fold_1': 0.2949623782707776, 'fold_2': 0.2330525491818009, 'fold_3': 0.18183852566925252, 'fold_4': 0.1907363793338841, 'fold_5': 0.2868365088860733, 'fold_6': 0.22137050367552716, 'fold_7': 0.25790035860304755, 'fold_8': 0.2299601510119277, 'fold_9': 0.2773375666314905}","{'fold_0': 0.7627398678622077, 'fold_1': 0.9153050409693647, 'fold_2': 0.9103001439327325, 'fold_3': 0.9636794098774485, 'fold_4': 0.9574992075128248, 'fold_5': 0.8547427857235333, 'fold_6': 0.9441954375138752, 'fold_7': 0.9177016898245561, 'fold_8': 0.9220353861599967, 'fold_9': 0.8891903399145688}",{},0.9037,0.266
51,"('rbf', 2.5, 0.15)","{'fold_0': 0.49435989110688866, 'fold_1': 0.2851721870334782, 'fold_2': 0.228147863544339, 'fold_3': 0.18492870471932568, 'fold_4': 0.18624419071527412, 'fold_5': 0.2961124673846224, 'fold_6': 0.22092045969284776, 'fold_7': 0.2472252066412698, 'fold_8': 0.23748246884556068, 'fold_9': 0.30547802522520345}","{'fold_0': 0.7583249637623131, 'fold_1': 0.92083401088716, 'fold_2': 0.9140359549180156, 'fold_3': 0.9624344502650034, 'fold_4': 0.9594775747417699, 'fold_5': 0.8451959775584151, 'fold_6': 0.9444221070869859, 'fold_7': 0.9243737574784748, 'fold_8': 0.9168512983575905, 'fold_9': 0.8655625797605814}",{},0.9012,0.269
52,"('rbf', 2.5, 0.2)","{'fold_0': 0.5076937039355067, 'fold_1': 0.273715862125331, 'fold_2': 0.22146204569007769, 'fold_3': 0.19334495259845028, 'fold_4': 0.19824915921125755, 'fold_5': 0.30581450104309893, 'fold_6': 0.22067997118518956, 'fold_7': 0.263530893009015, 'fold_8': 0.24432297897983507, 'fold_9': 0.3067335612945282}","{'fold_0': 0.7451122921384455, 'fold_1': 0.9270669725363093, 'fold_2': 0.9190004426953204, 'fold_3': 0.9589373691204403, 'fold_4': 0.9540852030895631, 'fold_5': 0.8348855794757628, 'fold_6': 0.9445430426461583, 'fold_7': 0.914068954982535, 'fold_8': 0.9119922350348725, 'fold_9': 0.8644552143353389}",{},0.8974,0.274
53,"('rbf', 2.5, 0.25)","{'fold_0': 0.5351856913711692, 'fold_1': 0.28184656580424117, 'fold_2': 0.21006447644212434, 'fold_3': 0.1856261896446973, 'fold_4': 0.2056714624826788, 'fold_5': 0.30579581882707113, 'fold_6': 0.22124237756395929, 'fold_7': 0.2803778560823942, 'fold_8': 0.25271686194484994, 'fold_9': 0.31390030681891246}","{'fold_0': 0.7167601707056982, 'fold_1': 0.922669680487849, 'fold_2': 0.9271232053494529, 'fold_3': 0.9621505482514532, 'fold_4': 0.9505828116639564, 'fold_5': 0.8349057525482673, 'fold_6': 0.9442600166002016, 'fold_7': 0.9027310008784505, 'fold_8': 0.905841224468982, 'fold_9': 0.858047285550399}",{},0.8925,0.279
54,"('rbf', 2.5, 0.5)","{'fold_0': 0.6328214702854147, 'fold_1': 0.3305706266897079, 'fold_2': 0.23915573714836774, 'fold_3': 0.2183632265005147, 'fold_4': 0.2135251441405374, 'fold_5': 0.3215608576794565, 'fold_6': 0.27770318720971404, 'fold_7': 0.3558377407372977, 'fold_8': 0.26274917377007023, 'fold_9': 0.33152707620707633}","{'fold_0': 0.603988545954329, 'fold_1': 0.8936217523774415, 'fold_2': 0.9055405009241764, 'fold_3': 0.9476230628420582, 'fold_4': 0.9467367077714982, 'fold_5': 0.817444378138963, 'fold_6': 0.9121803039687544, 'fold_7': 0.8433281245141504, 'fold_8': 0.8982170392382607, 'fold_9': 0.8416572335749221}",{},0.861,0.318
55,"('rbf', 2.5, 1.0)","{'fold_0': 0.8399821466448735, 'fold_1': 0.5419542468190427, 'fold_2': 0.32730644540162, 'fold_3': 0.4668357949610344, 'fold_4': 0.45082409343466706, 'fold_5': 0.4073893712229895, 'fold_6': 0.49962058304566614, 'fold_7': 0.50497143507453, 'fold_8': 0.405016402760458, 'fold_9': 0.5437597226350223}","{'fold_0': 0.302273131277055, 'fold_1': 0.71407669363554, 'fold_2': 0.8230733941863725, 'fold_3': 0.7606081339275619, 'fold_4': 0.7625652966613715, 'fold_5': 0.7069860863269875, 'fold_6': 0.7157432116587328, 'fold_7': 0.6844845359540443, 'fold_8': 0.758154736649332, 'fold_9': 0.5740346313841016}",{},0.6802,0.499
56,"('linear', 0.05, 0.05)","{'fold_0': 0.3815079170557491, 'fold_1': 0.244737879505625, 'fold_2': 0.25764301949721363, 'fold_3': 0.17429359284898635, 'fold_4': 0.20530550037499223, 'fold_5': 0.3328742747200248, 'fold_6': 0.24125866003177188, 'fold_7': 0.27327886445206717, 'fold_8': 0.26004080414040265, 'fold_9': 0.24378730030766618}","{'fold_0': 0.856069628513819, 'fold_1': 0.9416921946465014, 'fold_2': 0.8903721766332233, 'fold_3': 0.966630942675238, 'fold_4': 0.9507585164364563, 'fold_5': 0.8043727628584154, 'fold_6': 0.9337179359670924, 'fold_7': 0.9075942247934619, 'fold_8': 0.9003045443633434, 'fold_9': 0.9143785896416644}",{},0.9066,0.261
57,"('linear', 0.05, 0.1)","{'fold_0': 0.40155912875236655, 'fold_1': 0.23693572704272522, 'fold_2': 0.2568907598796898, 'fold_3': 0.17624866982349022, 'fold_4': 0.20154283763557979, 'fold_5': 0.34411969407793497, 'fold_6': 0.23852283927947335, 'fold_7': 0.27465550571610425, 'fold_8': 0.255805785114207, 'fold_9': 0.2464982515379448}","{'fold_0': 0.8405427231316124, 'fold_1': 0.9453505980464268, 'fold_2': 0.8910114191773116, 'fold_3': 0.9658781327441572, 'fold_4': 0.9525468881761403, 'fold_5': 0.7909318331396131, 'fold_6': 0.9352126611033963, 'fold_7': 0.9066608923720761, 'fold_8': 0.9035253779840878, 'fold_9': 0.9124637561223786}",{},0.9044,0.263
58,"('linear', 0.05, 0.15)","{'fold_0': 0.4520180757958996, 'fold_1': 0.23545113317902708, 'fold_2': 0.25465640000200707, 'fold_3': 0.18203990665802047, 'fold_4': 0.2084460002370751, 'fold_5': 0.34845257976446026, 'fold_6': 0.24114389458635158, 'fold_7': 0.2865765891183115, 'fold_8': 0.2540579001883679, 'fold_9': 0.25048282368863595}","{'fold_0': 0.7979508903653431, 'fold_1': 0.9460332978528198, 'fold_2': 0.8928990750898917, 'fold_3': 0.963598917292052, 'fold_4': 0.9492405285006362, 'fold_5': 0.7856338424896332, 'fold_6': 0.9337809810103059, 'fold_7': 0.8983825144054398, 'fold_8': 0.9048392688077368, 'fold_9': 0.9096108875302685}",{},0.8982,0.271
59,"('linear', 0.05, 0.2)","{'fold_0': 0.4825026524867207, 'fold_1': 0.2399145812070589, 'fold_2': 0.24850594149361688, 'fold_3': 0.17621641190689322, 'fold_4': 0.20838628389963385, 'fold_5': 0.36348440246892455, 'fold_6': 0.23846703927316867, 'fold_7': 0.30190275680692474, 'fold_8': 0.25096430366377015, 'fold_9': 0.2475483740966881}","{'fold_0': 0.7697791002529384, 'fold_1': 0.9439678099912538, 'fold_2': 0.8980100017999734, 'fold_3': 0.9658906219121189, 'fold_4': 0.9492696078356669, 'fold_5': 0.7667399233169634, 'fold_6': 0.9352429702433327, 'fold_7': 0.887222832291414, 'fold_8': 0.9071426536563005, 'fold_9': 0.9117163302161153}",{},0.8935,0.276
60,"('linear', 0.05, 0.25)","{'fold_0': 0.5128154495623228, 'fold_1': 0.24593639275413495, 'fold_2': 0.2640997699658211, 'fold_3': 0.17192301551520486, 'fold_4': 0.20745902420505472, 'fold_5': 0.37316708827589234, 'fold_6': 0.24728819803994861, 'fold_7': 0.3100433537075665, 'fold_8': 0.2592308971276289, 'fold_9': 0.24293934402308284}","{'fold_0': 0.739943604984301, 'fold_1': 0.9411197144923711, 'fold_2': 0.8848085946856655, 'fold_3': 0.9675324787680751, 'fold_4': 0.9497200750084935, 'fold_5': 0.7541469939696043, 'fold_6': 0.9303634926090563, 'fold_7': 0.8810589199344808, 'fold_8': 0.9009245878885673, 'fold_9': 0.9149731812909526}",{},0.8865,0.283
61,"('linear', 0.05, 0.5)","{'fold_0': 0.5127012584365936, 'fold_1': 0.29866584073325786, 'fold_2': 0.29221342759120167, 'fold_3': 0.20206152585529258, 'fold_4': 0.2369792623035047, 'fold_5': 0.40526777848406953, 'fold_6': 0.29044382295574767, 'fold_7': 0.38025362397952217, 'fold_8': 0.26302872856351506, 'fold_9': 0.2619476673308547}","{'fold_0': 0.7400594081498791, 'fold_1': 0.9131648782511851, 'fold_2': 0.8589788124185381, 'fold_3': 0.9551514558716107, 'fold_4': 0.934392929513978, 'fold_5': 0.710030041384424, 'fold_6': 0.903937366103319, 'fold_7': 0.8210903568574717, 'fold_8': 0.8980003378794187, 'fold_9': 0.9011471278999299}",{},0.8636,0.314
62,"('linear', 0.05, 1.0)","{'fold_0': 0.7687570588128458, 'fold_1': 0.4538996549426412, 'fold_2': 0.37029208766924143, 'fold_3': 0.39668950108422385, 'fold_4': 0.40969026103464024, 'fold_5': 0.43888142622955395, 'fold_6': 0.40962125497057655, 'fold_7': 0.5017022595465657, 'fold_8': 0.40828939395940683, 'fold_9': 0.40737651729258084}","{'fold_0': 0.4155820188661845, 'fold_1': 0.7994401413687168, 'fold_2': 0.7735497026880005, 'fold_3': 0.8271447772844648, 'fold_4': 0.8039164143754465, 'fold_5': 0.6599339646809267, 'fold_6': 0.8089288274439641, 'fold_7': 0.6885565942373756, 'fold_8': 0.754230175800876, 'fold_9': 0.7609150695938328}",{},0.7292,0.457
63,"('linear', 0.1, 0.05)","{'fold_0': 0.37221800216067896, 'fold_1': 0.23459506603913094, 'fold_2': 0.24832974365471205, 'fold_3': 0.16940321359738822, 'fold_4': 0.19781041026403884, 'fold_5': 0.30399883299644426, 'fold_6': 0.2353289254793181, 'fold_7': 0.25762141186116794, 'fold_8': 0.2633709463622549, 'fold_9': 0.24439328977183233}","{'fold_0': 0.8629938431577144, 'fold_1': 0.9464250150893313, 'fold_2': 0.8981545781943581, 'fold_3': 0.9684772293281718, 'fold_4': 0.9542882080069178, 'fold_5': 0.8368403789879121, 'fold_6': 0.9369361000161137, 'fold_7': 0.9178796223444765, 'fold_8': 0.8977347485834668, 'fold_9': 0.9139523971417985}",{},0.9134,0.253
64,"('linear', 0.1, 0.1)","{'fold_0': 0.37561264789550164, 'fold_1': 0.23558703831192293, 'fold_2': 0.2473171257967456, 'fold_3': 0.17578231835899294, 'fold_4': 0.19554069814925523, 'fold_5': 0.31370605174649036, 'fold_6': 0.2321790656764303, 'fold_7': 0.2588578690419424, 'fold_8': 0.25831643251880554, 'fold_9': 0.25282084573457675}","{'fold_0': 0.8604834424107681, 'fold_1': 0.9459709794560909, 'fold_2': 0.8989834778903185, 'fold_3': 0.9660584657961347, 'fold_4': 0.9553312003340003, 'fold_5': 0.8262540665538365, 'fold_6': 0.9386130127556498, 'fold_7': 0.9170894551208191, 'fold_8': 0.9016223531373593, 'fold_9': 0.9079156173616878}",{},0.9118,0.255
65,"('linear', 0.1, 0.15)","{'fold_0': 0.4294180340056453, 'fold_1': 0.23687171656864517, 'fold_2': 0.24785933175002697, 'fold_3': 0.17507733172627718, 'fold_4': 0.20109430617087418, 'fold_5': 0.33002498157040283, 'fold_6': 0.23305216818034682, 'fold_7': 0.26902623093431527, 'fold_8': 0.2529137945421727, 'fold_9': 0.25879631952241067}","{'fold_0': 0.8176499464685395, 'fold_1': 0.9453801221848381, 'fold_2': 0.8985400650134089, 'fold_3': 0.9663301694015759, 'fold_4': 0.9527578659524158, 'fold_5': 0.8077074379129253, 'fold_6': 0.9381504567768909, 'fold_7': 0.9104477957015704, 'fold_8': 0.9056944186169095, 'fold_9': 0.9035113094460168}",{},0.9046,0.263
66,"('linear', 0.1, 0.2)","{'fold_0': 0.4632613850453612, 'fold_1': 0.23179982578707095, 'fold_2': 0.2415530457111863, 'fold_3': 0.16474411499385586, 'fold_4': 0.20469590267375296, 'fold_5': 0.32943765859085167, 'fold_6': 0.22843048638639546, 'fold_7': 0.284105970037204, 'fold_8': 0.25562439294572736, 'fold_9': 0.25510788310977056}","{'fold_0': 0.7877745128544967, 'fold_1': 0.9476941191580472, 'fold_2': 0.903637276403428, 'fold_3': 0.9701873272859644, 'fold_4': 0.951050500146789, 'fold_5': 0.8083912488540406, 'fold_6': 0.9405792224937882, 'fold_7': 0.9001270804580019, 'fold_8': 0.9036621499991537, 'fold_9': 0.906242076730938}",{},0.9019,0.266
67,"('linear', 0.1, 0.25)","{'fold_0': 0.4810987388094432, 'fold_1': 0.2409866755504866, 'fold_2': 0.25525391341603404, 'fold_3': 0.15757515945112652, 'fold_4': 0.20694543101470528, 'fold_5': 0.33995853475811105, 'fold_6': 0.2351300510227832, 'fold_7': 0.2948360577050606, 'fold_8': 0.2552407453003954, 'fold_9': 0.24957666776186047}","{'fold_0': 0.7711168755126646, 'fold_1': 0.9434659145785396, 'fold_2': 0.8923958926387449, 'fold_3': 0.972725512191628, 'fold_4': 0.9499687165170789, 'fold_5': 0.7959574452791005, 'fold_6': 0.9370426444991382, 'fold_7': 0.8924406381095568, 'fold_8': 0.9039511056327199, 'fold_9': 0.9102636945734783}",{},0.8969,0.272
68,"('linear', 0.1, 0.5)","{'fold_0': 0.5151082430023426, 'fold_1': 0.2841578462882065, 'fold_2': 0.2738066034078261, 'fold_3': 0.1976558773197304, 'fold_4': 0.22524942228701292, 'fold_5': 0.39707013426767146, 'fold_6': 0.27908098486131844, 'fold_7': 0.3558940281500041, 'fold_8': 0.25577461102115356, 'fold_9': 0.280494027105317}","{'fold_0': 0.737612986732277, 'fold_1': 0.9213961868535049, 'fold_2': 0.8761853978707855, 'fold_3': 0.9570858456934358, 'fold_4': 0.9407269423816113, 'fold_5': 0.7216422608460751, 'fold_6': 0.9113067242912847, 'fold_7': 0.8432785549998181, 'fold_8': 0.9035488905530922, 'fold_9': 0.8866536716000485}",{},0.8699,0.306
69,"('linear', 0.1, 1.0)","{'fold_0': 0.7687570588128458, 'fold_1': 0.4538996549426412, 'fold_2': 0.37029208766924143, 'fold_3': 0.39668950108422385, 'fold_4': 0.40969026103464024, 'fold_5': 0.43888142622955395, 'fold_6': 0.40962125497057655, 'fold_7': 0.5017022595465657, 'fold_8': 0.40828939395940683, 'fold_9': 0.40737651729258084}","{'fold_0': 0.4155820188661845, 'fold_1': 0.7994401413687168, 'fold_2': 0.7735497026880005, 'fold_3': 0.8271447772844648, 'fold_4': 0.8039164143754465, 'fold_5': 0.6599339646809267, 'fold_6': 0.8089288274439641, 'fold_7': 0.6885565942373756, 'fold_8': 0.754230175800876, 'fold_9': 0.7609150695938328}",{},0.7292,0.457
70,"('linear', 0.2, 0.05)","{'fold_0': 0.3423893737724731, 'fold_1': 0.23331689155037696, 'fold_2': 0.24301321596816192, 'fold_3': 0.16761766139963516, 'fold_4': 0.19665429557369304, 'fold_5': 0.29678898686324967, 'fold_6': 0.22988064114219023, 'fold_7': 0.23946872259320012, 'fold_8': 0.2651993087974159, 'fold_9': 0.24575857077143}","{'fold_0': 0.8840726543959887, 'fold_1': 0.9470072236656987, 'fold_2': 0.9024687441576025, 'fold_3': 0.9691382430051891, 'fold_4': 0.9548209771096224, 'fold_5': 0.8444878170955897, 'fold_6': 0.9398223809652371, 'fold_7': 0.9290447358756501, 'fold_8': 0.896309937215188, 'fold_9': 0.9129883174758291}",{},0.918,0.246
71,"('linear', 0.2, 0.1)","{'fold_0': 0.3659052398996435, 'fold_1': 0.24407911547945693, 'fold_2': 0.24531161747080515, 'fold_3': 0.1697985332477517, 'fold_4': 0.19713539014426232, 'fold_5': 0.30509815150662517, 'fold_6': 0.2350774706193064, 'fold_7': 0.25027178520538396, 'fold_8': 0.2697740941990683, 'fold_9': 0.25602812291630905}","{'fold_0': 0.8676016434852395, 'fold_1': 0.942005667892977, 'fold_2': 0.9006151325590733, 'fold_3': 0.9683299344736334, 'fold_4': 0.9545996550251474, 'fold_5': 0.8356582119521558, 'fold_6': 0.937070798731301, 'fold_7': 0.9224983749440199, 'fold_8': 0.8927016983559977, 'fold_9': 0.90556443879366}",{},0.9127,0.254
72,"('linear', 0.2, 0.15)","{'fold_0': 0.3899608799224961, 'fold_1': 0.2434909035022325, 'fold_2': 0.24135387719787213, 'fold_3': 0.17212564244204812, 'fold_4': 0.19532091729515114, 'fold_5': 0.3104973277166036, 'fold_6': 0.232841065973018, 'fold_7': 0.2554699619741471, 'fold_8': 0.2620856892006582, 'fold_9': 0.2589545260430059}","{'fold_0': 0.8496209212481627, 'fold_1': 0.9422848548760828, 'fold_2': 0.9037961194264745, 'fold_3': 0.9674559018085145, 'fold_4': 0.9554315562175505, 'fold_5': 0.829790189344499, 'fold_6': 0.9382624545478293, 'fold_7': 0.9192455036906303, 'fold_8': 0.8987304274174911, 'fold_9': 0.9033933030852209}",{},0.9108,0.256
73,"('linear', 0.2, 0.2)","{'fold_0': 0.4464868245175248, 'fold_1': 0.23563437578136714, 'fold_2': 0.2405365943213595, 'fold_3': 0.1609551330209031, 'fold_4': 0.20076854448972645, 'fold_5': 0.32571885922236243, 'fold_6': 0.22825775046774469, 'fold_7': 0.2736331280344162, 'fold_8': 0.26348470355428, 'fold_9': 0.2531407619342153}","{'fold_0': 0.8028655016670181, 'fold_1': 0.9459492647294941, 'fold_2': 0.9044465557248464, 'fold_3': 0.9715428924137819, 'fold_4': 0.9529108012799974, 'fold_5': 0.8126927165877152, 'fold_6': 0.9406690548271762, 'fold_7': 0.9073544900478624, 'fold_8': 0.8976463871267548, 'fold_9': 0.9076824251630621}",{},0.9044,0.263
