,param_config,rmse_dict,r_2_dict,stratification_dict,average_r_2,average_rmse
67,"('linear', 0.1, 0.25)","{'fold_0': 0.4891521973467439, 'fold_1': 0.5555567828038397, 'fold_2': 0.4621255874214962, 'fold_3': 0.3980724095953434, 'fold_4': 0.5727728182926456, 'fold_5': 0.5899189047923169, 'fold_6': 0.5370299110319965, 'fold_7': 0.6175603958090514, 'fold_8': 0.47120594631165363, 'fold_9': 0.682762394037337}","{'fold_0': 0.845064741955771, 'fold_1': 0.8580129567067485, 'fold_2': 0.8467594835639081, 'fold_3': 0.90057640179103, 'fold_4': 0.8543985934876978, 'fold_5': 0.8475829797546159, 'fold_6': 0.8210887570640525, 'fold_7': 0.8093075082087366, 'fold_8': 0.8479243134889538, 'fold_9': 0.7995391042558694}",{},0.843,0.538
68,"('linear', 0.1, 0.5)","{'fold_0': 0.5007287919963749, 'fold_1': 0.5638016851825517, 'fold_2': 0.486327281069782, 'fold_3': 0.4101742849370892, 'fold_4': 0.564660854526022, 'fold_5': 0.5729469858787036, 'fold_6': 0.5108580316406063, 'fold_7': 0.6092717598040491, 'fold_8': 0.4817892185061746, 'fold_9': 0.6993753422823387}","{'fold_0': 0.8376443635512033, 'fold_1': 0.8537672839795745, 'fold_2': 0.8302886685632952, 'fold_3': 0.8944393196880158, 'fold_4': 0.8584935835671335, 'fold_5': 0.8562268734872384, 'fold_6': 0.8381021305403051, 'fold_7': 0.8143919460045508, 'fold_8': 0.8410163676444801, 'fold_9': 0.7896652089443349}",{},0.8414,0.54
69,"('linear', 0.1, 1.0)","{'fold_0': 0.5487564835294442, 'fold_1': 0.6166459519786546, 'fold_2': 0.5840360695644508, 'fold_3': 0.43481877355341353, 'fold_4': 0.5903497506029484, 'fold_5': 0.5693170764224059, 'fold_6': 0.5113679138270696, 'fold_7': 0.638340984997669, 'fold_8': 0.5156448377353093, 'fold_9': 0.7347017480906382}","{'fold_0': 0.8050058550323497, 'fold_1': 0.8250702897220544, 'fold_2': 0.7552442435341278, 'fold_3': 0.8813734514805076, 'fold_4': 0.8453252086008217, 'fold_5': 0.8580428538356091, 'fold_6': 0.8377787920387033, 'fold_7': 0.7962581811900494, 'fold_8': 0.8178875615458652, 'fold_9': 0.7678799647169576}",{},0.819,0.574
70,"('linear', 0.2, 0.05)","{'fold_0': 0.4976009275617024, 'fold_1': 0.5616663699340451, 'fold_2': 0.45231902314387407, 'fold_3': 0.4096759046655211, 'fold_4': 0.5960833516182517, 'fold_5': 0.615913324935064, 'fold_6': 0.5531713944979783, 'fold_7': 0.6179526571854104, 'fold_8': 0.47948589865238006, 'fold_9': 0.6751766324111604}","{'fold_0': 0.8396663775786837, 'fold_1': 0.8548728558523753, 'fold_2': 0.8531941769808287, 'fold_3': 0.8946956858283502, 'fold_4': 0.8423061503369704, 'fold_5': 0.8338547082191676, 'fold_6': 0.8101720708927891, 'fold_7': 0.8090651835522163, 'fold_8': 0.8425328599556663, 'fold_9': 0.8039687596634293}",{},0.8384,0.546
71,"('linear', 0.2, 0.1)","{'fold_0': 0.49641367161758093, 'fold_1': 0.5573450289161942, 'fold_2': 0.45127158813980783, 'fold_3': 0.40462886994110703, 'fold_4': 0.5851397486596077, 'fold_5': 0.6086825512208583, 'fold_6': 0.5503249722269935, 'fold_7': 0.6127586844419333, 'fold_8': 0.47448937510675293, 'fold_9': 0.678006557183652}","{'fold_0': 0.8404305640726202, 'fold_1': 0.8570974196103418, 'fold_2': 0.8538733061260402, 'fold_3': 0.8972743132407734, 'fold_4': 0.8480432584030968, 'fold_5': 0.8377328742868009, 'fold_6': 0.8121206180402325, 'fold_7': 0.8122613588383105, 'fold_8': 0.8457975602443335, 'fold_9': 0.8023220312980317}",{},0.8407,0.542
72,"('linear', 0.2, 0.15)","{'fold_0': 0.4956692635062211, 'fold_1': 0.5548781453510182, 'fold_2': 0.4530201530668866, 'fold_3': 0.40424100835773424, 'fold_4': 0.5787665401491534, 'fold_5': 0.6105600025446472, 'fold_6': 0.5458463536123562, 'fold_7': 0.6102716580536627, 'fold_8': 0.47373748616013645, 'fold_9': 0.6729504232928156}","{'fold_0': 0.8409087770068755, 'fold_1': 0.8583596318828592, 'fold_2': 0.8527387031896857, 'fold_3': 0.897471156591963, 'fold_4': 0.8513353879224913, 'fold_5': 0.8367303206035835, 'fold_6': 0.8151661502741736, 'fold_7': 0.8137822297197774, 'fold_8': 0.8462858799106824, 'fold_9': 0.8052593465960464}",{},0.8418,0.54
73,"('linear', 0.2, 0.2)","{'fold_0': 0.4937485881854789, 'fold_1': 0.5546422326455945, 'fold_2': 0.4601376126748655, 'fold_3': 0.4020231116255647, 'fold_4': 0.5722940403726151, 'fold_5': 0.6030072794794669, 'fold_6': 0.5443649574375166, 'fold_7': 0.612134442490374, 'fold_8': 0.47527808079248046, 'fold_9': 0.6800562071978612}","{'fold_0': 0.8421393175869374, 'fold_1': 0.8584800462815445, 'fold_2': 0.8480750697927857, 'fold_3': 0.8985931336474107, 'fold_4': 0.8546419067208333, 'fold_5': 0.8407446800713604, 'fold_6': 0.8161680461402505, 'fold_7': 0.8126436778275667, 'fold_8': 0.8452844974562068, 'fold_9': 0.8011250426455978}",{},0.8418,0.54
74,"('linear', 0.2, 0.25)","{'fold_0': 0.4871898008053683, 'fold_1': 0.5543683025018228, 'fold_2': 0.45762738166357625, 'fold_3': 0.4112538472169861, 'fold_4': 0.5672391055092967, 'fold_5': 0.5926590562981375, 'fold_6': 0.5346948731897906, 'fold_7': 0.6095166566579219, 'fold_8': 0.4781267803944805, 'fold_9': 0.6759402692734033}","{'fold_0': 0.8463053968218072, 'fold_1': 0.8586198012653801, 'fold_2': 0.8497281683806458, 'fold_3': 0.8938829254863869, 'fold_4': 0.8571983920020709, 'fold_5': 0.8461637484039328, 'fold_6': 0.8226412079858777, 'fold_7': 0.8142427056597223, 'fold_8': 0.8434242861576243, 'fold_9': 0.8035250792133197}",{},0.8436,0.537
75,"('linear', 0.2, 0.5)","{'fold_0': 0.4987349182152129, 'fold_1': 0.5591346564966005, 'fold_2': 0.483425943965577, 'fold_3': 0.4184673567160803, 'fold_4': 0.5569307436407017, 'fold_5': 0.5808101425128777, 'fold_6': 0.5161065471692518, 'fold_7': 0.6084565988236712, 'fold_8': 0.49687100961367237, 'fold_9': 0.692358660982654}","{'fold_0': 0.838934771217777, 'fold_1': 0.8561782295982947, 'fold_2': 0.8323075601599024, 'fold_3': 0.8901276299759617, 'fold_4': 0.8623414611056929, 'fold_5': 0.8522534929225184, 'fold_6': 0.8347583895188562, 'fold_7': 0.8148882737150458, 'fold_8': 0.830907020230903, 'fold_9': 0.7938645241149429}",{},0.8407,0.541
76,"('linear', 0.2, 1.0)","{'fold_0': 0.5511106121622643, 'fold_1': 0.6095870835749394, 'fold_2': 0.5469210636537587, 'fold_3': 0.44751491520077674, 'fold_4': 0.5824436151187203, 'fold_5': 0.5504130725620704, 'fold_6': 0.504613880511119, 'fold_7': 0.6182088772339048, 'fold_8': 0.5365968451764678, 'fold_9': 0.726036384499123}","{'fold_0': 0.8033292427573095, 'fold_1': 0.8290522773356848, 'fold_2': 0.7853638472717056, 'fold_3': 0.8743448334581492, 'fold_4': 0.8494403666889871, 'fold_5': 0.8673136281343747, 'fold_6': 0.8420356563440435, 'fold_7': 0.8089068171485124, 'fold_8': 0.8027874761850615, 'fold_9': 0.7733231063914423}",{},0.8236,0.567
77,"('linear', 0.5, 0.05)","{'fold_0': 0.497529935770082, 'fold_1': 0.5580433250443452, 'fold_2': 0.4457801797695167, 'fold_3': 0.416532079489902, 'fold_4': 0.5912051511295486, 'fold_5': 0.6229211575651038, 'fold_6': 0.5495088947720616, 'fold_7': 0.613480394046693, 'fold_8': 0.4834941665427297, 'fold_9': 0.665608077793499}","{'fold_0': 0.8397121233099775, 'fold_1': 0.8567391107507664, 'fold_2': 0.8574080245492536, 'fold_3': 0.8911415289635455, 'fold_4': 0.8448766448338219, 'fold_5': 0.8300524128979169, 'fold_6': 0.8126774179433595, 'fold_7': 0.8118188597732795, 'fold_8': 0.8398891591859099, 'fold_9': 0.8094856692997594}",{},0.8394,0.544
78,"('linear', 0.5, 0.1)","{'fold_0': 0.4930591679743848, 'fold_1': 0.5544699786845378, 'fold_2': 0.44570412454197306, 'fold_3': 0.412705167133433, 'fold_4': 0.5799881292187834, 'fold_5': 0.6145617381428248, 'fold_6': 0.5492328481356978, 'fold_7': 0.6111176712257683, 'fold_8': 0.476387845119378, 'fold_9': 0.6697865725161517}","{'fold_0': 0.8425798509530967, 'fold_1': 0.8585679356839366, 'fold_2': 0.8574566760618221, 'fold_3': 0.8931326269734481, 'fold_4': 0.8507071597529388, 'fold_5': 0.8345831009362659, 'fold_6': 0.8128655742441682, 'fold_7': 0.8132655683794048, 'fold_8': 0.844561139035942, 'fold_9': 0.8070861736237726}",{},0.8415,0.541
79,"('linear', 0.5, 0.15)","{'fold_0': 0.4947189895451599, 'fold_1': 0.5527592564604031, 'fold_2': 0.4474618311862254, 'fold_3': 0.4130789598473815, 'fold_4': 0.5765593562392982, 'fold_5': 0.6130996725983074, 'fold_6': 0.5415190747841813, 'fold_7': 0.6102062903959646, 'fold_8': 0.47538616171944914, 'fold_9': 0.6679455225727955}","{'fold_0': 0.8415181967950683, 'fold_1': 0.8594393182141167, 'fold_2': 0.8563301736366009, 'fold_3': 0.8929389568258019, 'fold_4': 0.852467120455457, 'fold_5': 0.8353692307847767, 'fold_6': 0.8180851300300479, 'fold_7': 0.8138221200452912, 'fold_8': 0.8452141230925546, 'fold_9': 0.8081452449221086}",{},0.8423,0.539
80,"('linear', 0.5, 0.2)","{'fold_0': 0.49381891629485886, 'fold_1': 0.5504188100446902, 'fold_2': 0.45307603958295145, 'fold_3': 0.4116821602353041, 'fold_4': 0.5699463550332069, 'fold_5': 0.6040352113611603, 'fold_6': 0.5392629247583499, 'fold_7': 0.6081519489516877, 'fold_8': 0.47766963264024115, 'fold_9': 0.6737311092973625}","{'fold_0': 0.8420943439534869, 'fold_1': 0.8606270985417865, 'fold_2': 0.8527023673736589, 'fold_3': 0.8936617725749653, 'fold_4': 0.8558320470546082, 'fold_5': 0.8402012599268444, 'fold_6': 0.8195978089693933, 'fold_7': 0.815073595546453, 'fold_8': 0.8437235541346779, 'fold_9': 0.8048072494349676}",{},0.8428,0.538
81,"('linear', 0.5, 0.25)","{'fold_0': 0.48788649516008126, 'fold_1': 0.5493519738567916, 'fold_2': 0.4549092955230005, 'fold_3': 0.4172692441205609, 'fold_4': 0.5640298214695059, 'fold_5': 0.5949067766245795, 'fold_6': 0.5347733066410252, 'fold_7': 0.6020326593931806, 'fold_8': 0.47883833241359913, 'fold_9': 0.6751869526370494}","{'fold_0': 0.8458655077908175, 'fold_1': 0.861166847389869, 'fold_2': 0.851507951653114, 'fold_3': 0.8907558798025504, 'fold_4': 0.8588096859854748, 'fold_5': 0.8449946560878654, 'fold_6': 0.8225891712705771, 'fold_7': 0.8187763707703577, 'fold_8': 0.8429579049724151, 'fold_9': 0.8039627668548927}",{},0.8441,0.536
82,"('linear', 0.5, 0.5)","{'fold_0': 0.5044917555218665, 'fold_1': 0.5553003693386533, 'fold_2': 0.480677583775586, 'fold_3': 0.4307728186081384, 'fold_4': 0.5508913908593565, 'fold_5': 0.5826745046140983, 'fold_6': 0.5228691130964582, 'fold_7': 0.611843680792491, 'fold_8': 0.5062895669901099, 'fold_9': 0.6856105316769814}","{'fold_0': 0.8351949979841329, 'fold_1': 0.8581439927740494, 'fold_2': 0.8342088612483474, 'fold_3': 0.8835708022631312, 'fold_4': 0.8653108098530135, 'fold_5': 0.851303457580103, 'fold_6': 0.8303996836043107, 'fold_7': 0.8128216227383565, 'fold_8': 0.8244356968122323, 'fold_9': 0.7978631740534057}",{},0.8393,0.543
83,"('linear', 0.5, 1.0)","{'fold_0': 0.5650216473024174, 'fold_1': 0.6087386933336956, 'fold_2': 0.5387212021940323, 'fold_3': 0.46439493776361546, 'fold_4': 0.57715618397256, 'fold_5': 0.5418922611695781, 'fold_6': 0.5241954822915055, 'fold_7': 0.6246771430878434, 'fold_8': 0.5720289290588556, 'fold_9': 0.7277218288395353}","{'fold_0': 0.7932752781840344, 'fold_1': 0.8295277777551262, 'fold_2': 0.7917515814260274, 'fold_3': 0.8646867656069814, 'fold_4': 0.8521615238619076, 'fold_5': 0.8713900004703109, 'fold_6': 0.8295381373790648, 'fold_7': 0.8048871148994501, 'fold_8': 0.7758832857947424, 'fold_9': 0.7722694546772653}",{},0.8185,0.574
84,"('linear', 1.0, 0.05)","{'fold_0': 0.4969905436429113, 'fold_1': 0.5593285822767359, 'fold_2': 0.4445409446144607, 'fold_3': 0.42335313139908815, 'fold_4': 0.5887778267804289, 'fold_5': 0.6249468095453272, 'fold_6': 0.5501857439002463, 'fold_7': 0.6138073910545089, 'fold_8': 0.48593189946163573, 'fold_9': 0.6628663503901105}","{'fold_0': 0.8400594839259112, 'fold_1': 0.8560784483187646, 'fold_2': 0.8581997123970728, 'fold_3': 0.887547044508186, 'fold_4': 0.8461478168555359, 'fold_5': 0.8289453244773846, 'fold_6': 0.8122156703252977, 'fold_7': 0.811618197877747, 'fold_8': 0.8382705609007659, 'fold_9': 0.8110519440741537}",{},0.839,0.545
85,"('linear', 1.0, 0.1)","{'fold_0': 0.49271784958959675, 'fold_1': 0.5525733845802866, 'fold_2': 0.44217945467136144, 'fold_3': 0.4164354954172549, 'fold_4': 0.5765228063160949, 'fold_5': 0.617554387381556, 'fold_6': 0.5454897365186683, 'fold_7': 0.608314341381031, 'fold_8': 0.48051186733533663, 'fold_9': 0.6660331484145167}","{'fold_0': 0.8427977225480789, 'fold_1': 0.859533832725643, 'fold_2': 0.8597022535501513, 'fold_3': 0.8911920065906838, 'fold_4': 0.8524858250153293, 'fold_5': 0.8329681612854989, 'fold_6': 0.8154075859009454, 'fold_7': 0.814974822015911, 'fold_8': 0.841858265779108, 'fold_9': 0.8092422590830197}",{},0.842,0.54
86,"('linear', 1.0, 0.15)","{'fold_0': 0.494157860493883, 'fold_1': 0.5504961545546976, 'fold_2': 0.44630557776149704, 'fold_3': 0.4185261618696896, 'fold_4': 0.578651231109896, 'fold_5': 0.6157620393648909, 'fold_6': 0.5381068648384003, 'fold_7': 0.6087102431240267, 'fold_8': 0.4760201021066101, 'fold_9': 0.6652847933950974}","{'fold_0': 0.8418775050592642, 'fold_1': 0.8605879266023279, 'fold_2': 0.8570717077276233, 'fold_3': 0.89009674816182, 'fold_4': 0.8513946196324924, 'fold_5': 0.8339363180730341, 'fold_6': 0.8203704643267888, 'fold_7': 0.8147339083229124, 'fold_8': 0.8448010254770482, 'fold_9': 0.809670689150634}",{},0.8425,0.539
87,"('linear', 1.0, 0.2)","{'fold_0': 0.4946882475534802, 'fold_1': 0.5492782993612356, 'fold_2': 0.45066174492901523, 'fold_3': 0.4198531814224728, 'fold_4': 0.569262275155239, 'fold_5': 0.6057158965932399, 'fold_6': 0.5381710601788906, 'fold_7': 0.6071165446061988, 'fold_8': 0.4775422631845323, 'fold_9': 0.6676057632915982}","{'fold_0': 0.8415378924000613, 'fold_1': 0.8612040831771012, 'fold_2': 0.8542679871139357, 'fold_3': 0.889398703496571, 'fold_4': 0.856177915429305, 'fold_5': 0.8393107654062575, 'fold_6': 0.820327602702839, 'fold_7': 0.8157027495174434, 'fold_8': 0.8438068844981779, 'fold_9': 0.8083403741744719}",{},0.843,0.538
88,"('linear', 1.0, 0.25)","{'fold_0': 0.4908273043279078, 'fold_1': 0.5477314680477082, 'fold_2': 0.45315483898174175, 'fold_3': 0.4225283619589476, 'fold_4': 0.563386572224823, 'fold_5': 0.60075970464205, 'fold_6': 0.5344867699257585, 'fold_7': 0.6010593992952512, 'fold_8': 0.47909098888210233, 'fold_9': 0.6694107247287966}","{'fold_0': 0.8440017700595167, 'fold_1': 0.8619847132117389, 'fold_2': 0.8526511266404175, 'fold_3': 0.8879847756099915, 'fold_4': 0.8591315440543937, 'fold_5': 0.8419296448124118, 'fold_6': 0.8227792372167237, 'fold_7': 0.8193618378748382, 'fold_8': 0.8427921364183452, 'fold_9': 0.8073026183674888}",{},0.844,0.536
89,"('linear', 1.0, 0.5)","{'fold_0': 0.5053726703542003, 'fold_1': 0.5527526978416056, 'fold_2': 0.48024125678428725, 'fold_3': 0.4339768010757201, 'fold_4': 0.5449398167765013, 'fold_5': 0.5800565348709449, 'fold_6': 0.5241203137176896, 'fold_7': 0.6072870277432979, 'fold_8': 0.5066524855562461, 'fold_9': 0.6822875454874552}","{'fold_0': 0.8346189492343299, 'fold_1': 0.8594426537655337, 'fold_2': 0.8345097128747736, 'fold_3': 0.8818324178001209, 'fold_4': 0.8682053280153992, 'fold_5': 0.8526366496697316, 'fold_6': 0.8295870216477392, 'fold_7': 0.8155992307280683, 'fold_8': 0.8241839105396056, 'fold_9': 0.799817840945366}",{},0.84,0.542
90,"('linear', 1.0, 1.0)","{'fold_0': 0.5745781000853009, 'fold_1': 0.6148091873454681, 'fold_2': 0.5416412930982416, 'fold_3': 0.47083577454068126, 'fold_4': 0.5811089116559267, 'fold_5': 0.5387363724768727, 'fold_6': 0.5274583538350814, 'fold_7': 0.6135192344753608, 'fold_8': 0.589013404285679, 'fold_9': 0.7108599295548094}","{'fold_0': 0.7862232944014697, 'fold_1': 0.8261108420163265, 'fold_2': 0.7894878784257082, 'fold_3': 0.860907335007567, 'fold_4': 0.8501296083995669, 'fold_5': 0.8728836440872628, 'fold_6': 0.827409442237875, 'fold_7': 0.8117950309187703, 'fold_8': 0.7623769218229535, 'fold_9': 0.7827005886074265}",{},0.817,0.576
91,"('linear', 1.5, 0.05)","{'fold_0': 0.49796834140756396, 'fold_1': 0.5589998620224458, 'fold_2': 0.4421539556281073, 'fold_3': 0.42766296148363847, 'fold_4': 0.5888503210665117, 'fold_5': 0.6255644065625434, 'fold_6': 0.5499975652825084, 'fold_7': 0.6142054985145796, 'fold_8': 0.4848302222649358, 'fold_9': 0.6603446795673893}","{'fold_0': 0.839429518932214, 'fold_1': 0.8562475654653653, 'fold_2': 0.8597184341081453, 'fold_3': 0.8852457974712417, 'fold_4': 0.8461099278919471, 'fold_5': 0.8286070715061471, 'fold_6': 0.8123441031422938, 'fold_7': 0.8113737546773616, 'fold_8': 0.8390030572144105, 'fold_9': 0.8124867989814353}",{},0.8391,0.545
92,"('linear', 1.5, 0.1)","{'fold_0': 0.4910128258102566, 'fold_1': 0.5522448595588054, 'fold_2': 0.4414082633565582, 'fold_3': 0.41971305038914597, 'fold_4': 0.5780184264571697, 'fold_5': 0.6182502353901423, 'fold_6': 0.5469726188407181, 'fold_7': 0.6085422167572645, 'fold_8': 0.47990057018879373, 'fold_9': 0.6642667514659673}","{'fold_0': 0.8438838202546501, 'fold_1': 0.8597008075889842, 'fold_2': 0.8601912045922226, 'fold_3': 0.8894725201935396, 'fold_4': 0.8517194673185119, 'fold_5': 0.8325915329047394, 'fold_6': 0.8144026141579381, 'fold_7': 0.8148361746874624, 'fold_8': 0.8422603790489693, 'fold_9': 0.810252740534045}",{},0.8419,0.54
93,"('linear', 1.5, 0.15)","{'fold_0': 0.49405633934474724, 'fold_1': 0.5486979030717755, 'fold_2': 0.4475129386236882, 'fold_3': 0.41962166884990587, 'fold_4': 0.577772067149612, 'fold_5': 0.6163986495022873, 'fold_6': 0.5362655854009903, 'fold_7': 0.6095292917907814, 'fold_8': 0.47822628554382607, 'fold_9': 0.6640013222629334}","{'fold_0': 0.8419424686254056, 'fold_1': 0.8614972463150763, 'fold_2': 0.8562973528886555, 'fold_3': 0.8895206438899537, 'fold_4': 0.8518458387379377, 'fold_5': 0.833592768243123, 'fold_6': 0.8215976640501673, 'fold_7': 0.8142350041723386, 'fold_8': 0.8433591080013254, 'fold_9': 0.8104043495115345}",{},0.8424,0.539
94,"('linear', 1.5, 0.2)","{'fold_0': 0.4946136988542782, 'fold_1': 0.5482090758267405, 'fold_2': 0.45007413538312135, 'fold_3': 0.42081981779868693, 'fold_4': 0.5689616186701992, 'fold_5': 0.6061048579334306, 'fold_6': 0.5357153661654218, 'fold_7': 0.6057804525876821, 'fold_8': 0.4801443979896779, 'fold_9': 0.6670583542098518}","{'fold_0': 0.8415856487554717, 'fold_1': 0.8617439166992708, 'fold_2': 0.8546477739269562, 'fold_3': 0.8888888380810801, 'fold_4': 0.8563297948894526, 'fold_5': 0.8391043254952819, 'fold_6': 0.8219635649855017, 'fold_7': 0.8165130293141473, 'fold_8': 0.8421000496891591, 'fold_9': 0.8086545512294632}",{},0.8432,0.538
95,"('linear', 1.5, 0.25)","{'fold_0': 0.4908592889879863, 'fold_1': 0.5475154938172173, 'fold_2': 0.4516047342730202, 'fold_3': 0.42164687276754176, 'fold_4': 0.56163345315176, 'fold_5': 0.6006289635548604, 'fold_6': 0.5333182674155591, 'fold_7': 0.6020437990984292, 'fold_8': 0.4793644023898571, 'fold_9': 0.6683644350428781}","{'fold_0': 0.8439814382121031, 'fold_1': 0.8620935324795757, 'fold_2': 0.8536574737377326, 'fold_3': 0.8884516659838033, 'fold_4': 0.860006875314524, 'fold_5': 0.8419984378461867, 'fold_6': 0.8235532752435818, 'fold_7': 0.8187696641691147, 'fold_8': 0.8426126506029652, 'fold_9': 0.8079045200444352}",{},0.8443,0.536
96,"('linear', 1.5, 0.5)","{'fold_0': 0.5064415622786783, 'fold_1': 0.552767851941271, 'fold_2': 0.4758776446910665, 'fold_3': 0.43610803106198326, 'fold_4': 0.5424396269459149, 'fold_5': 0.5822490065278523, 'fold_6': 0.52266242804122, 'fold_7': 0.6061875183898566, 'fold_8': 0.5077614795934109, 'fold_9': 0.6815291131593755}","{'fold_0': 0.8339186287618087, 'fold_1': 0.8594349467050713, 'fold_2': 0.8375034358903038, 'fold_3': 0.88066894231485, 'fold_4': 0.8694119045468414, 'fold_5': 0.8515205496005551, 'fold_6': 0.8305337398017888, 'fold_7': 0.8162663512785382, 'fold_8': 0.8234133927121385, 'fold_9': 0.8002626394402089}",{},0.8403,0.541
97,"('linear', 1.5, 1.0)","{'fold_0': 0.5768083347031846, 'fold_1': 0.6188618192823886, 'fold_2': 0.5335614113040588, 'fold_3': 0.47618375013507247, 'fold_4': 0.5850491426814272, 'fold_5': 0.5364557428908885, 'fold_6': 0.5248141434146589, 'fold_7': 0.6161870338411352, 'fold_8': 0.5883202464246183, 'fold_9': 0.707401580084778}","{'fold_0': 0.7845605178043421, 'fold_1': 0.8238108394115584, 'fold_2': 0.7957216219631897, 'fold_3': 0.8577296293237318, 'fold_4': 0.8480903142501053, 'fold_5': 0.8739576079392333, 'fold_6': 0.8291355381108361, 'fold_7': 0.8101547083066556, 'fold_8': 0.7629358679756352, 'fold_9': 0.7848097784701703}",{},0.8171,0.576
98,"('linear', 2.0, 0.05)","{'fold_0': 0.498691670172588, 'fold_1': 0.5584922139665883, 'fold_2': 0.44194613298062246, 'fold_3': 0.42839076357908695, 'fold_4': 0.588598531234449, 'fold_5': 0.6256616396903656, 'fold_6': 0.5501020973204848, 'fold_7': 0.6138766882118586, 'fold_8': 0.48158245095343793, 'fold_9': 0.659870002169038}","{'fold_0': 0.8389627037069848, 'fold_1': 0.8565085405136862, 'fold_2': 0.8598502743171514, 'fold_3': 0.8848548848934981, 'fold_4': 0.8462415052038642, 'fold_5': 0.8285537872543669, 'fold_6': 0.8122727649448915, 'fold_7': 0.8115756599074577, 'fold_8': 0.8411527991021035, 'fold_9': 0.8127562833587166}",{},0.8393,0.545
99,"('linear', 2.0, 0.1)","{'fold_0': 0.49086675640461486, 'fold_1': 0.5525374663814182, 'fold_2': 0.4412334433365204, 'fold_3': 0.4230432687783824, 'fold_4': 0.5784308597286745, 'fold_5': 0.6197876607526338, 'fold_6': 0.5465428901865592, 'fold_7': 0.6083986773576718, 'fold_8': 0.48107372586015523, 'fold_9': 0.6632984598809836}","{'fold_0': 0.8439766911715937, 'fold_1': 0.859552093206133, 'fold_2': 0.8603019253848856, 'fold_3': 0.8877115984607371, 'fold_4': 0.8515077867192763, 'fold_5': 0.8317578962181496, 'fold_6': 0.814694128510804, 'fold_7': 0.8149235151184528, 'fold_8': 0.8414882219352559, 'fold_9': 0.810805520764271}",{},0.8417,0.541
100,"('linear', 2.0, 0.15)","{'fold_0': 0.493198654384752, 'fold_1': 0.5486570116915181, 'fold_2': 0.4475758665868028, 'fold_3': 0.418480800816736, 'fold_4': 0.5776467181438253, 'fold_5': 0.6176239070797311, 'fold_6': 0.5346466002174548, 'fold_7': 0.6094198885198338, 'fold_8': 0.47729127712029557, 'fold_9': 0.6632755709318585}","{'fold_0': 0.8424907700520978, 'fold_1': 0.8615178892141977, 'fold_2': 0.8562569359536777, 'fold_3': 0.8901205701233538, 'fold_4': 0.8519101165504684, 'fold_5': 0.8329305527546651, 'fold_6': 0.8226732309208699, 'fold_7': 0.81430168341007, 'fold_8': 0.8439710249162958, 'fold_9': 0.8108185778972349}",{},0.8427,0.539
101,"('linear', 2.0, 0.2)","{'fold_0': 0.4942499360107158, 'fold_1': 0.5486481400737613, 'fold_2': 0.4499644084390139, 'fold_3': 0.4206753053792963, 'fold_4': 0.57001523723185, 'fold_5': 0.6085962697880724, 'fold_6': 0.535351011502269, 'fold_7': 0.6052908925350442, 'fold_8': 0.48037185093091767, 'fold_9': 0.6663315564018932}","{'fold_0': 0.8418185742276253, 'fold_1': 0.8615223676055939, 'fold_2': 0.8547186383031231, 'fold_3': 0.8889651376521502, 'fold_4': 0.8557971974391021, 'fold_5': 0.8377788741196179, 'fold_6': 0.8222056575220106, 'fold_7': 0.8168094786087523, 'fold_8': 0.8419504142252782, 'fold_9': 0.8090712874560153}",{},0.8431,0.538
102,"('linear', 2.0, 0.25)","{'fold_0': 0.4905517960944293, 'fold_1': 0.5476216235535167, 'fold_2': 0.45129893835982965, 'fold_3': 0.4269432071068369, 'fold_4': 0.5614812026348026, 'fold_5': 0.6030380039690769, 'fold_6': 0.5330825212255963, 'fold_7': 0.6022302187658433, 'fold_8': 0.4795934434537585, 'fold_9': 0.6683969506058973}","{'fold_0': 0.8441768488869488, 'fold_1': 0.8620400640546372, 'fold_2': 0.8538555929863503, 'fold_3': 0.8856317337978912, 'fold_4': 0.8600827651552228, 'fold_5': 0.8407284508706714, 'fold_6': 0.8237092325846834, 'fold_7': 0.8186574127693366, 'fold_8': 0.8424622148271509, 'fold_9': 0.8078858289104036}",{},0.8439,0.536
103,"('linear', 2.0, 0.5)","{'fold_0': 0.5052137450434083, 'fold_1': 0.5527589846855054, 'fold_2': 0.47656161533069996, 'fold_3': 0.438160338366533, 'fold_4': 0.5421341852810005, 'fold_5': 0.5832974690632231, 'fold_6': 0.5219567434012212, 'fold_7': 0.6058511660690579, 'fold_8': 0.507431011439654, 'fold_9': 0.6814071475173485}","{'fold_0': 0.8347229481395705, 'fold_1': 0.8594394564328984, 'fold_2': 0.8370359932525001, 'fold_3': 0.8795431650386747, 'fold_4': 0.8695589285227407, 'fold_5': 0.8509853308117385, 'fold_6': 0.8309910483703713, 'fold_7': 0.8164701895040389, 'fold_8': 0.8236431748532953, 'fold_9': 0.8003341225658178}",{},0.8403,0.541
